This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"CYZE","GORE BAY AIR",-82.5700,45.8800,33,"ASOS","959"
"CZPC","PINCHER CREE",-114.0000,49.5200,90,"ASOS","993"
"K13A","NOGALES AUTO",-110.8500,31.4167,1198,"ASOS","2277"
"K1K5","ELKHART / EL",-101.8833,37.0000,1102,"ASOS","2310"
"K2C2","WHITE SANDS",-106.4833,32.3833,1244,"ASOS","2360"
"K2WX","BUFFALO (AMO",-103.5464,45.6044,915,"ASOS","2382"
"K40B","CLAYTON LAKE",-69.5300,46.6200,314,"ASOS","2442"
"K87Q","PT PIEDRAS(C",-121.2847,35.6656,17,"ASOS","2599"
"K9B2","NEWPORT",-72.2000,44.9333,233,"ASOS","2646"
"K9V9","CHAMBERLAIN",-99.3183,43.7667,516,"ASOS","2657"
"KAAF","APALACHICOLA",-85.0247,29.7269,6,"ASOS","2661"
"KABE","ALLENTOWN-BE",-75.4492,40.6508,120,"ASOS","2664"
"KABI","ABILENE MUNI",-99.6817,32.4103,545,"ASOS","2666"
"KABQ","ALBUQUERQUE",-106.6147,35.0417,1631,"ASOS","2667"
"KABY","ALBANY MUNIC",-84.1944,31.5356,60,"ASOS","2670"
"KACT","WACO-MADISON",-97.2278,31.6172,157,"ASOS","2675"
"KACV","ARCATA/EUREK",-124.1086,40.9781,66,"ASOS","2676"
"KACY","ATLANTIC CIT",-74.5867,39.4647,23,"ASOS","2677"
"KADW","ANDREWS AFB",-76.8700,38.8200,86,"ASOS","2685"
"KAEX","ALEXANDRIA I",-92.5586,31.3347,27,"ASOS","2689"
"KAGC","PITTSBURGH/A",-79.9217,40.3547,382,"ASOS","2696"
"KAGS","AUGUSTA/BUSH",-81.9633,33.3644,44,"ASOS","2698"
"KAHN","ATHENS MUNIC",-83.3281,33.9508,246,"ASOS","2699"
"KAKO","AKRON/WASHIN",-103.2144,40.1744,1431,"ASOS","2710"
"KALB","ALBANY COUNT",-73.7989,42.7467,86,"ASOS","2714"
"KALO","WATERLOO MUN",-92.4011,42.5544,266,"ASOS","2719"
"KALW","WALLA WALLA",-118.2842,46.0950,367,"ASOS","2721"
"KAMA","AMARILLO ARP",-101.7172,35.2200,1099,"ASOS","2723"
"KANB","ANNISTON/CAL",-85.8475,33.5906,186,"ASOS","2728"
"KAND","ANDERSON CO",-82.7097,34.4978,238,"ASOS","2729"
"KANJ","SAULT STE MA",-84.3572,46.4794,210,"ASOS","2731"
"KAOO","ALTOONA/BLAI",-78.3169,40.3000,458,"ASOS","2735"
"KAPN","ALPENA CO. R",-83.5644,45.0717,210,"ASOS","2740"
"KART","WATERTOWN IN",-76.0217,43.9919,99,"ASOS","2755"
"KAST","ASTORIA/CLAT",-123.8825,46.1569,3,"ASOS","2763"
"KATL","ATLANTA INTL",-84.4422,33.6297,312,"ASOS","2766"
"KATT","AUSTIN CITY",-97.7000,30.3000,189,"ASOS","2768"
"KAUG","AUGUSTA STAT",-69.7972,44.3206,107,"ASOS","2774"
"KAUW","WAUSAU MUNIC",-89.6267,44.9286,366,"ASOS","2780"
"KAVL","ASHEVILLE MU",-82.5375,35.4319,660,"ASOS","2783"
"KAVP","WILKES-BARRE",-75.7267,41.3389,293,"ASOS","2784"
"KAXN","ALEXANDRIA/C",-95.3942,45.8686,434,"ASOS","2793"
"KAYS","WAYCROSS/WAR",-82.4000,31.2500,46,"ASOS","2798"
"KBAB","BEALE AFB/MA",-121.4300,39.1300,34,"ASOS","2802"
"KBAD","BARKSDALE AF",-93.6700,32.5000,51,"ASOS","2804"
"KBDL","HARTFORD/BRA",-72.6825,41.9381,53,"ASOS","2824"
"KBFD","BRADFORD REG",-78.6358,41.7986,653,"ASOS","2832"
"KBFF","SCOTTSBLUFF/",-103.5858,41.8669,1208,"ASOS","2833"
"KBFI","SEATTLE/BOEI",-122.3136,47.5458,5,"ASOS","2834"
"KBFL","BAKERSFIELD/",-119.0567,35.4336,155,"ASOS","2835"
"KBGM","BINGHAMTON/B",-75.9814,42.2078,496,"ASOS","2842"
"KBGR","BANGOR INTL",-68.8186,44.7972,58,"ASOS","2843"
"KBHM","BIRMINGHAM M",-86.7450,33.5656,196,"ASOS","2846"
"KBID","BLOCK ISLAND",-71.5800,41.1700,33,"ASOS","2848"
"KBIL","BILLINGS/LOG",-108.5422,45.8069,1112,"ASOS","2854"
"KBIS","BISMARCK MUN",-100.7572,46.7825,511,"ASOS","2855"
"KBIX","KEESLER AFB/",-88.9200,30.4200,10,"ASOS","2858"
"KBKE","BAKER MUNICI",-117.8092,44.8372,1028,"ASOS","2865"
"KBKF","BUCKLEY ANGB",-104.7581,39.7100,1726,"ASOS","2866"
"KBKW","BECKLEY MEMO",-81.1247,37.7950,763,"ASOS","2872"
"KBLF","BLUEFIELD/ME",-81.2078,37.2958,871,"ASOS","2874"
"KBLH","BLYTHE AIRPO",-114.7169,33.6192,121,"ASOS","2875"
"KBLI","BELLINGHAM I",-122.5392,48.7994,48,"ASOS","2876"
"KBLU","BLUE CANYON",-120.7081,39.2761,1610,"ASOS","2878"
"KBLV","SCOTT AFB/BE",-89.8500,38.5500,138,"ASOS","2879"
"KBNA","NASHVILLE ME",-86.6892,36.1189,182,"ASOS","2886"
"KBOI","BOISE MUNICI",-116.2406,43.5667,871,"ASOS","2891"
"KBOS","BOSTON/LOGAN",-71.0106,42.3606,6,"ASOS","2893"
"KBPI","BIG PINEY (A",-110.1031,42.5789,2126,"ASOS","2898"
"KBPT","BEAUMONT/POR",-94.0208,29.9508,5,"ASOS","2901"
"KBRL","BURLINGTON M",-91.1253,40.7728,212,"ASOS","2906"
"KBRO","BROWNSVILLE",-97.4231,25.9142,7,"ASOS","2907"
"KBSM","AUSTIN-BERGS",-97.6700,30.1944,165,"ASOS","2909"
"KBTM","BUTTE/BERT M",-112.4975,45.9547,1690,"ASOS","2912"
"KBTR","BATON ROUGE/",-91.1469,30.5372,21,"ASOS","2915"
"KBTV","BURLINGTON I",-73.1503,44.4681,101,"ASOS","2917"
"KBUF","BUFFALO INTL",-78.7358,42.9408,220,"ASOS","2918"
"KBUR","BURBANK/GLEN",-118.3647,34.1997,236,"ASOS","2920"
"KBWG","BOWLING GREE",-86.4239,37.9642,166,"ASOS","2933"
"KBWI","BALTIMORE/WA",-76.6833,39.1667,44,"ASOS","2934"
"KBYH","EAKER AFB",-89.9500,35.9700,78,"ASOS","2938"
"KBYI","BURLEY MUNIC",-113.7714,42.5425,1265,"ASOS","2939"
"KBZN","BOZEMAN/GALL",-111.1608,45.7881,1364,"ASOS","2942"
"KCAE","COLUMBIA MET",-81.1181,33.9419,71,"ASOS","2953"
"KCAG","CRAIG-MOFFAT",-107.5236,40.4933,1888,"ASOS","2954"
"KCAK","AKRON-CANTON",-81.4425,40.9181,374,"ASOS","2955"
"KCAO","CLAYTON MUNI",-103.1531,36.4483,1513,"ASOS","2956"
"KCBM","COLUMBUS AFB",-88.4500,33.6500,67,"ASOS","2963"
"KCDC","CEDAR CITY M",-113.0967,37.7067,1715,"ASOS","2971"
"KCDS","CHILDRESS MU",-100.2833,34.4275,595,"ASOS","2977"
"KCEF","CHICOPEE/WES",-72.5300,42.2000,75,"ASOS","2981"
"KCGI","CAPE GIRARDE",-89.5783,37.2256,104,"ASOS","2992"
"KCHA","CHATTANOOGA/",-85.2000,35.0333,207,"ASOS","2996"
"KCHS","CHARLESTOWN",-80.0406,32.8989,14,"ASOS","3003"
"KCID","CEDAR RAPIDS",-91.7239,41.8828,263,"ASOS","3005"
"KCKL","CENTREVILLE",-87.2500,32.9000,140,"ASOS","3013"
"KCLE","CLEVELAND/HO",-81.8528,41.4050,241,"ASOS","3018"
"KCLL","COLLEGE STAT",-96.3617,30.5822,97,"ASOS","3021"
"KCLT","CHARLOTTE/DO",-80.9486,35.2133,228,"ASOS","3024"
"KCMH","PORT COLUMBU",-82.8764,39.9950,248,"ASOS","3027"
"KCMX","HOUGHTON CO.",-88.4889,47.1683,334,"ASOS","3031"
"KCNK","CONCORDIA(AW",-97.6506,39.5514,453,"ASOS","3035"
"KCNM","CARLSBAD/CAV",-104.2633,32.3375,1004,"ASOS","3036"
"KCOF","PATRICK AFB/",-80.6000,28.2300,3,"ASOS","3044"
"KCON","CONCORD MUNI",-71.5011,43.1953,105,"ASOS","3047"
"KCOS","COLORADO SPR",-104.7108,38.8158,1881,"ASOS","3049"
"KCOT","COTULLA MUNI",-99.2203,28.4583,145,"ASOS","3050"
"KCOU","COLUMBIA REG",-92.2183,38.8169,271,"ASOS","3051"
"KCPR","CASPER/NATRO",-106.4731,42.8975,1630,"ASOS","3054"
"KCRG","JACKSONVILLE",-81.5147,30.3361,12,"ASOS","3067"
"KCRP","CORPUS CHRIS",-97.5128,27.7731,13,"ASOS","3069"
"KCRW","CHARLESTON/K",-81.5914,38.3794,299,"ASOS","3073"
"KCSG","COLUMBUS MET",-84.9422,32.5161,121,"ASOS","3074"
"KCSV","CROSSVILLE M",-85.0850,35.9514,573,"ASOS","3078"
"KCTY","CROSS CITY (",-83.1053,29.5500,12,"ASOS","3083"
"KCUT","CUSTER (RAMO",-103.6114,43.7331,1711,"ASOS","3088"
"KCVG","CINCINNATI/C",-84.6717,39.0431,273,"ASOS","3090"
"KCVS","CANNON AFB/C",-103.3200,34.3800,1309,"ASOS","3094"
"KCXY","HARRISBURG/C",-76.8514,40.2172,106,"ASOS","3104"
"KCYS","CHEYENNE/WAR",-104.8069,41.1578,1876,"ASOS","3106"
"KDAA","FORT BELVOIR",-77.1800,38.7200,21,"ASOS","3124"
"KDAB","DAYTONA BEAC",-81.0600,29.1772,10,"ASOS","3125"
"KDAG","BARSTOW-DAGG",-116.7867,34.8536,587,"ASOS","3126"
"KDAL","DALLAS/LOVE",-96.8556,32.8525,148,"ASOS","3127"
"KDAY","DAYTON/JAMES",-84.2186,39.9061,307,"ASOS","3131"
"KDCA","WASHINGTON/N",-77.0342,38.8483,4,"ASOS","3134"
"KDDC","DODGE CITY(A",-99.9697,37.7728,790,"ASOS","3137"
"KDEC","DECATUR AIRP",-88.8656,39.8344,208,"ASOS","3139"
"KDET","DETROIT CITY",-83.0100,42.4092,191,"ASOS","3144"
"KDFW","DALLAS/FT WO",-97.0219,32.8969,183,"ASOS","3147"
"KDHN","DOTHAN MUNIC",-85.4497,31.3214,122,"ASOS","3149"
"KDHT","DALHART MUNI",-102.5472,36.0233,1216,"ASOS","3151"
"KDIK","DICKINSON MU",-102.8019,46.7972,790,"ASOS","3153"
"KDLF","LAUGHLIN AFB",-100.4667,29.1167,294,"ASOS","3159"
"KDLH","DULUTH INTL",-92.2261,46.8428,435,"ASOS","3160"
"KDMA","DAVIS-MONTHA",-110.8800,32.1700,824,"ASOS","3165"
"KDNR","DENVER / STA",-104.8667,39.7833,1626,"ASOS","3174"
"KDOV","DOVER AFB",-75.4700,39.1300,9,"ASOS","3177"
"KDRA","MERCURY/DESE",-116.0278,36.6206,1007,"ASOS","3182"
"KDSM","DES MOINES I",-93.6661,41.5378,291,"ASOS","3188"
"KDTW","DETROIT METR",-83.3308,42.2314,194,"ASOS","3194"
"KDUG","DOUGLAS BISB",-109.6036,31.4692,1266,"ASOS","3198"
"KDUJ","DU BOIS (AWO",-78.9000,41.1800,554,"ASOS","3200"
"KDYS","DYESS AFB/AB",-99.8569,32.4200,545,"ASOS","3214"
"KEAT","WENATCHEE/PA",-120.2069,47.3989,381,"ASOS","3230"
"KEAU","EAU CLAIRE C",-91.4850,44.8653,277,"ASOS","3231"
"KEFD","HOUSTON/ELLI",-95.1700,29.6000,10,"ASOS","3249"
"KEKO","ELKO",-115.7917,40.8250,1568,"ASOS","3266"
"KELM","ELMIRA/CORNI",-76.9028,42.1564,291,"ASOS","3270"
"KELP","EL PASO INTL",-106.3758,31.8111,1206,"ASOS","3273"
"KELY","ELY/YELLAND",-114.8453,39.2950,1907,"ASOS","3274"
"KEND","VANCE AFB/EN",-97.9200,36.3300,398,"ASOS","3280"
"KENV","WENDOVER (AU",-114.0300,40.7300,1292,"ASOS","3282"
"KERI","ERIE INTL AI",-80.1825,42.0800,223,"ASOS","3291"
"KEUG","EUGENE/MAHLO",-123.2144,44.1333,111,"ASOS","3303"
"KEVV","EVANSVILLE R",-87.5203,38.0431,127,"ASOS","3307"
"KEWN","NEW BERN/CRA",-77.0472,35.0675,5,"ASOS","3311"
"KEWR","NEWARK INTL",-74.1694,40.6825,5,"ASOS","3312"
"KEYW","KEY WEST INT",-81.7536,24.5536,1,"ASOS","3317"
"KFAR","FARGO/HECTOR",-96.8111,46.9253,274,"ASOS","3341"
"KFAT","FRESNO AIR T",-119.7194,36.7800,101,"ASOS","3342"
"KFAY","FAYETTEVILLE",-78.8800,34.9894,57,"ASOS","3343"
"KFBG","FORT BRAGG/S",-78.9300,35.1300,74,"ASOS","3344"
"KFDY","FINDLAY(AWOS",-83.6686,41.0136,248,"ASOS","3356"
"KFFO","WRIGHT-PATER",-84.0500,39.8300,251,"ASOS","3363"
"KFLG","FLAGSTAFF (A",-111.6722,35.1403,2137,"ASOS","3380"
"KFLL","FT LAUDERDAL",-80.1525,26.0681,3,"ASOS","3381"
"KFLO","FLORENCE REG",-79.7308,34.1878,45,"ASOS","3382"
"KFMH","OTIS ANGB",-70.5200,41.6500,40,"ASOS","3386"
"KFMN","FARMINGTON R",-108.2292,36.7436,1677,"ASOS","3387"
"KFMY","FORT MYERS/P",-81.8625,26.5842,5,"ASOS","3388"
"KFNT","FLINT/BISHOP",-83.7494,42.9667,238,"ASOS","3391"
"KFOE","TOPEKA/FORBE",-95.6506,38.9414,329,"ASOS","3394"
"KFSD","SIOUX FALLS/",-96.7536,43.5769,435,"ASOS","3404"
"KFSI","FORT SILL",-98.4000,34.6500,362,"ASOS","3406"
"KFSM","FORT SMITH M",-94.3650,35.3336,142,"ASOS","3408"
"KFTK","FORT KNOX/GO",-85.9700,37.9000,230,"ASOS","3413"
"KFTW","FORT WORTH/M",-97.3642,32.8253,216,"ASOS","3415"
"KFTY","ATLANTA/FULT",-84.5244,33.7775,256,"ASOS","3416"
"KFWA","FORT WAYNE/B",-85.1953,40.9783,248,"ASOS","3420"
"KFYV","FAYETTEVILLE",-94.1678,36.0103,381,"ASOS","3428"
"KGAG","GAGE/SHATTUC",-99.7689,36.2967,677,"ASOS","3434"
"KGCC","GILLETTE (AM",-105.5419,44.3394,1330,"ASOS","3440"
"KGCK","GARDEN CITY",-100.7244,37.9275,881,"ASOS","3442"
"KGDP","GUADALUPE PA",-104.8089,31.8311,1661,"ASOS","3447"
"KGEG","SPOKANE INTL",-117.5278,47.6214,723,"ASOS","3450"
"KGFA","MALMSTROM AF",-111.1800,47.5000,1075,"ASOS","3455"
"KGFK","GRAND FORKS",-97.1825,47.9481,257,"ASOS","3456"
"KGFL","GLEN FALLS/W",-73.6106,43.3411,100,"ASOS","3457"
"KGGW","GLASGOW INTL",-106.6214,48.2139,699,"ASOS","3462"
"KGJT","GRAND JUNCTI",-108.5386,39.1339,1481,"ASOS","3466"
"KGLD","GOODLAND/REN",-101.6931,39.3675,1114,"ASOS","3470"
"KGLS","GALVESTON/SC",-94.8642,29.2703,2,"ASOS","3474"
"KGPI","KALISPELL/GL",-114.2636,48.3042,906,"ASOS","3489"
"KGRB","GREEN BAY/ST",-88.1367,44.4794,211,"ASOS","3493"
"KGRF","FORT LEWIS/G",-122.5800,47.0800,92,"ASOS","3495"
"KGRI","GRAND ISLAND",-98.3125,40.9583,562,"ASOS","3496"
"KGRK","FORT HOOD/GR",-97.8300,31.0700,309,"ASOS","3497"
"KGRR","GRAND RAPIDS",-85.5228,42.8808,242,"ASOS","3500"
"KGSB","SEYMOUR-JOHN",-77.9700,35.3300,33,"ASOS","3502"
"KGSO","GREENSBORO/P",-79.9436,36.0975,282,"ASOS","3505"
"KGSP","GREENVILLE/S",-82.2208,34.8839,296,"ASOS","3506"
"KGTB","FORT DRUM/WH",-75.7300,44.0500,207,"ASOS","3507"
"KGTF","GREAT FALLS",-111.3822,47.4733,1120,"ASOS","3508"
"KGUP","GALLUP MUNI/",-108.7894,35.5111,1973,"ASOS","3513"
"KGUS","GRISSOM AFB/",-86.1500,40.6500,247,"ASOS","3514"
"KGWO","GREENWOOD/LE",-90.0836,33.4925,47,"ASOS","3522"
"KHBR","HOBART MUNIC",-99.0525,34.9894,476,"ASOS","3549"
"KHIB","HIBBING-CHIS",-92.8389,47.3867,412,"ASOS","3570"
"KHIF","HILL AFB/OGD",-111.9700,41.1200,1459,"ASOS","3572"
"KHIO","PORTLAND/HIL",-122.9544,45.5481,62,"ASOS","3574"
"KHKY","HICKORY REGI",-81.3822,35.7422,362,"ASOS","3579"
"KHLN","HELENA REGIO",-111.9636,46.6056,1180,"ASOS","3583"
"KHMN","HOLLOMAN AFB",-106.1000,32.8500,1248,"ASOS","3587"
"KHMS","HANFORD",-119.6000,46.5700,223,"ASOS","3588"
"KHON","HURON REGION",-98.2283,44.3881,392,"ASOS","3598"
"KHOP","FORT CAMPBEL",-87.5000,36.6700,174,"ASOS","3599"
"KHOU","HOUSTON/WILL",-95.2825,29.6375,14,"ASOS","3601"
"KHPN","WHITE PLAINS",-73.7075,41.0669,134,"ASOS","3602"
"KHRO","HARRISON/BOO",-93.1547,36.2617,416,"ASOS","3610"
"KHRT","HURLBURT FIE",-86.6800,30.4300,12,"ASOS","3611"
"KHSE","HATTERAS (AS",-75.6225,35.2322,5,"ASOS","3615"
"KHST","HOMESTEAD AF",-80.3800,25.4800,2,"ASOS","3619"
"KHSV","HUNTSVILLE/M",-86.7856,34.6436,192,"ASOS","3620"
"KHTS","HUNTINGTON/T",-82.5550,38.3650,252,"ASOS","3624"
"KHUF","TERRE HAUTE/",-87.3253,39.4417,178,"ASOS","3626"
"KHUL","HOULTON INTL",-67.7919,46.1231,149,"ASOS","3627"
"KHVR","HAVRE (AMOS)",-109.7633,48.5428,789,"ASOS","3631"
"KIAB","MCCONNELL AF",-97.2700,37.6200,418,"ASOS","3652"
"KIAD","WASHINGTON/D",-77.4475,38.9347,95,"ASOS","3653"
"KIAG","NIAGARA FALL",-78.9453,43.1072,180,"ASOS","3654"
"KIAH","HOUSTON/INTE",-95.3639,29.9925,29,"ASOS","3655"
"KICT","WICHITA/CONT",-97.4294,37.6472,406,"ASOS","3659"
"KIDA","IDAHO FALLS/",-112.0661,43.5208,1445,"ASOS","3660"
"KIGM","KINGMAN (AMO",-113.9331,35.2578,1050,"ASOS","3669"
"KILG","WILMINGTON A",-75.6008,39.6728,24,"ASOS","3682"
"KILM","WILMINGTON/N",-77.9061,34.2683,9,"ASOS","3684"
"KIND","INDIANAPOLIS",-86.2819,39.7250,243,"ASOS","3688"
"KINK","WINK/WINKLER",-103.2014,31.7797,860,"ASOS","3690"
"KINL","INTERNATIONA",-93.3978,48.5619,361,"ASOS","3691"
"KIPL","IMPERIAL",-115.5786,32.8342,-17,"ASOS","3698"
"KIPT","WILLIAMSPORT",-76.9217,41.2433,161,"ASOS","3699"
"KISN","WILLISTON/SL",-103.6367,48.1739,604,"ASOS","3703"
"KISP","ISLIP/MACART",-73.1017,40.7939,30,"ASOS","3705"
"KJAN","JACKSON/THOM",-90.0775,32.3197,105,"ASOS","3720"
"KJAX","JACKSONVILLE",-81.6933,30.4944,9,"ASOS","3722"
"KJDN","JORDAN (RAMO",-106.9475,47.3258,811,"ASOS","3726"
"KJFK","NEW YORK/JF",-73.7622,40.6386,3,"ASOS","3730"
"KJKL","JACKSON/J. C",-83.3144,37.5914,421,"ASOS","3736"
"KJLN","JOPLIN REGIO",-94.5006,37.1561,299,"ASOS","3737"
"KJMS","JAMESTOWN MU",-98.6783,46.9297,457,"ASOS","3739"
"KJXN","JACKSON/REYN",-84.4594,42.2597,305,"ASOS","3754"
"KLAF","LAFAYETTE/PU",-86.9475,40.4125,184,"ASOS","3786"
"KLAN","LANSING/CAPI",-84.5789,42.7803,262,"ASOS","3789"
"KLAR","LARAMIE/GEN.",-105.6750,41.3119,2218,"ASOS","3790"
"KLAS","LAS VEGAS/MC",-115.1553,36.0789,663,"ASOS","3791"
"KLAX","LOS ANGELES",-118.3889,33.9381,38,"ASOS","3793"
"KLBB","LUBBOCK INTL",-101.8214,33.6675,1000,"ASOS","3794"
"KLBF","N. PLATTE/LE",-100.6683,41.1219,846,"ASOS","3796"
"KLCH","LAKE CHARLES",-93.2233,30.1261,5,"ASOS","3802"
"KLCK","RICKENBACKER",-82.9300,39.8200,227,"ASOS","3804"
"KLEX","LEXINGTON/BL",-84.6058,38.0408,298,"ASOS","3811"
"KLFI","LANGLEY AFB/",-76.3700,37.0800,3,"ASOS","3812"
"KLFK","LUFKIN/ANGEL",-94.7500,31.2339,90,"ASOS","3813"
"KLFT","LAFAYETTE RE",-91.9931,30.2022,12,"ASOS","3814"
"KLGA","NEW YORK/LA",-73.8800,40.7792,6,"ASOS","3815"
"KLGB","LONG BEACH A",-118.1464,33.8117,17,"ASOS","3816"
"KLHX","LA JUNTA MUN",-103.5122,38.0494,1288,"ASOS","3826"
"KLIC","LIMON MUNICI",-103.6667,39.2733,1635,"ASOS","3828"
"KLIT","LITTLE ROCK/",-92.2361,34.7267,79,"ASOS","3829"
"KLIZ","LORING AIR F",-67.8833,46.9500,227,"ASOS","3831"
"KLMT","KLAMATH FALL",-121.7242,42.1469,1247,"ASOS","3839"
"KLND","LANDER/HUNT",-108.7281,42.8147,1703,"ASOS","3841"
"KLNK","LINCOLN MUNI",-96.7644,40.8311,370,"ASOS","3842"
